GeneSymbol	Status
CARD17	UP
KBTBD3	UP
AASDHPPT	UP
LOC101928535	UP
RAB39A	UP
CUL5	UP
TIMM8B	UP
PLET1	UP
USP28	UP
CD3D	UP
CD3G	UP
BLID	UP
CHEK1	UP
HYLS1	UP
TIRAP	UP
LOC101929517	UP
KCNJ5	UP
LOC103611081	UP
TMEM132B	UP
PTPRO	UP
SLC38A4	UP
KDM5A	UP
PARP11	UP
ACSM4	UP
PZP	UP
CLEC2D	UP
PRH1	UP
KLRAP1	UP
RNU6-19P	UP
GSG1	UP
GPR19	UP
ABCD2	UP
SENP1	UP
KRT75	UP
NCKAP1L	UP
CBX5	UP
LRP1-AS	UP
PPM1H	UP
HELB	UP
TMEM19	UP
LOC101928731	UP
FGD6	UP
CFAP54	UP
NUP37	UP
POLR3B	UP
RFX4	UP
HECTD4	UP
RNFT2	UP
CIT	UP
KNTC1	UP
CACNA1C-AS4	UP
CACNA1C-IT3	UP
RAD51AP1	UP
C12orf4	UP
CD27	UP
SCARNA10	UP
NCAPD2	UP
SCARNA11	UP
SCARNA12	UP
C3AR1	UP
CLEC4A	UP
KLRG1	UP
LOC374443	UP
KLRF1	UP
CLEC12A	UP
CLEC7A	UP
TMEM52B	UP
KLRD1	UP
KLRC4-KLRK1	UP
KLRC1	UP
KLRC2	UP
KLRC4	UP
MAGOHB	UP
TAS2R50	UP
TAS2R14	UP
TAS2R13	UP
PRH2	UP
TAS2R20	UP
TAS2R46	UP
TAS2R31	UP
TAS2R19	UP
TAS2R30	UP
PRB4	UP
PRB2	UP
HIST4H4	UP
RERG-AS1	UP
LMO3	UP
GOLT1B	UP
METTL20	UP
ALG10	UP
ALG10B	UP
PUS7L	UP
SNORA34	UP
SNORA2A	UP
RACGAP1	UP
SNORD133	UP
BIN2	UP
ITGB7	UP
HOXC11	UP
HOTAIR	UP
HOXC12	UP
SNORD59A	UP
SNORD59B	UP
MYO1A	UP
NEMP1	UP
LINC01465	UP
IFNG-AS1	UP
MDM1	UP
SNORA70G	UP
LYZ	UP
E2F7	UP
MRPL42	UP
CCDC38	UP
TMPO	UP
TMPO-AS1	UP
SNORA53	UP
ACTR6	UP
PMCH	UP
TCP11L2	UP
GIT2	UP
ADAM1A	UP
OAS2	UP
LOC100506551	UP
LINC01089	UP
VPS33A	UP
MPHOSPH9	UP
LOC101927415	UP
THRIL	UP
BRI3BP	UP
SNORA49	UP
ZNF84	UP
ZNF268	UP
ZNF891	UP
DLEU7	UP
GPC6	UP
UGGT2	UP
TPTE2	UP
LINC00539	UP
PARP4	UP
LINC00426	UP
BRCA2	UP
RFC3	UP
COG6	UP
VWA8	UP
EPSTI1	UP
LINC01050	UP
LRRC63	UP
DLEU1	UP
DLEU2	UP
DIAPH3	UP
MYCBP2	UP
GPC6-AS2	UP
ABCC4	UP
RNF113B	UP
TMTC4	UP
METTL21EP	UP
LOC101060553	UP
SKA3	UP
LINC00327	UP
MIR2276	UP
SPATA13-AS1	UP
CENPJ	UP
USP12-AS1	UP
LINC00412	UP
SNORA27	UP
FRY-AS1	UP
MINOS1P1	UP
N4BP2L2-IT2	UP
STARD13-AS	UP
LCP1	UP
ARL11	UP
TRIM13	UP
DLEU1-AS1	UP
DLEU7-AS1	UP
GUCY1B2	UP
MRPS31P5	UP
CKAP2	UP
BORA	UP
GPC6-AS1	UP
TGDS	UP
GPR180	UP
DOCK9-AS1	UP
FKSG29	UP
GPR18	UP
TM9SF2	UP
LINC01232	UP
CLYBL-AS1	UP
PCCA-AS1	UP
CCDC168	UP
TEX30	UP
MIR1267	UP
FAM155A-IT1	UP
TNFSF13B	UP
TUBGCP3	UP
ATP11A-AS1	UP
GRTP1-AS1	UP
MLH3	UP
HECTD1	UP
HEATR5A	UP
RALGAPA1P	UP
GEMIN2	UP
FANCM	UP
LRR1	UP
L2HGDH	UP
DDHD1	UP
WDHD1	UP
KIAA0586	UP
LRRC9	UP
SLC38A6	UP
GPR65	UP
DYNC1H1	UP
RPPH1	UP
RNASE6	UP
SNORD8	UP
SNORD9	UP
SLC7A7	UP
MIS18BP1	UP
LOC102723604	UP
PTGDR	UP
CDKN3	UP
TMEM260	UP
AP5M1	UP
JKAMP	UP
SIX1	UP
LINC00643	UP
ZBTB25	UP
LOC100128233	UP
ZFYVE26	UP
SNORD56B	UP
LOC145474	UP
AREL1	UP
FLVCR2	UP
TMED8	UP
FOXN3-AS2	UP
LOC101928909	UP
SNORA11B	UP
TRIP11	UP
DICER1	UP
TCL6	UP
ATG2B	UP
VRK1	UP
BCL11B	UP
MIR151B	UP
SNORA28	UP
LINC00638	UP
KIAA0125	UP
ATP8B4	UP
SLC12A6	UP
RASGRP1	UP
CASC5	UP
RORA-AS1	UP
HERC1	UP
HERC2	UP
AQR	UP
BUB1B	UP
GALK2	UP
AP4E1	UP
TRPM7	UP
CYP19A1	UP
DMXL2	UP
MYO5A	UP
VPS13C	UP
DPP8	UP
LCTL	UP
KIF23	UP
CEMIP	UP
BLM	UP
TUBGCP5	UP
MKRN3	UP
SNORD116-1	UP
PWAR5	UP
SNORD116-29	UP
SNORD116-8	UP
SNORD116-26	UP
SNORD116-25	UP
SNORD116-24	UP
SNORD116-23	UP
SNORD116-22	UP
SNORD116-6	UP
SNORD116-21	UP
SNORD116-20	UP
SNORD116-18	UP
SNORD116-16	UP
PWAR1	UP
SNORD116-4	UP
SNORD116-2	UP
SNORD116-30	UP
SNORD116-14	UP
SNORD116-13	UP
GOLGA8H	UP
ARHGAP11B	UP
ARHGAP11A	UP
PGBD4	UP
MIR3942	UP
PLCB2	UP
OIP5-AS1	UP
EHD4-AS1	UP
LCMT2	UP
SPG11	UP
FLJ10038	UP
DCAF13P3	UP
PIGBOS1	UP
CCNB2	UP
MGC15885	UP
FAM96A	UP
MTFMT	UP
SCARNA14	UP
SNORD16	UP
ZWILCH	UP
ANP32A-IT1	UP
SALRNA2	UP
THSD4-AS1	UP
SENP8	UP
ADPGK-AS1	UP
MIR4513	UP
FBXO22	UP
TYRO3P	UP
PSTPIP1	UP
LINC00597	UP
FANCI	UP
TICRR	UP
PRC1	UP
ADCY7	UP
PRKCB	UP
SMG1P7	UP
CCNF	UP
CIITA	UP
SMG1P3	UP
TNRC6A	UP
RRN3P2	UP
ITGAM	UP
LONP2	UP
MIR548AE2	UP
CMTM4	UP
NAE1	UP
TANGO6	UP
PLCG2	UP
GINS2	UP
JPH3	UP
LMF1-AS1	UP
SNORA78	UP
SNORA64	UP
SNORD60	UP
PGP	UP
ERVK13-1	UP
PAQR4	UP
ZNF75A	UP
ZSCAN32	UP
ZNF174	UP
ZNF597	UP
MTRNR2L4	UP
NLRC3	UP
SLX4	UP
TNFRSF17	UP
ITPRIPL2	UP
KNOP1	UP
ERI2	UP
IGSF6	UP
SMG1P1	UP
PALB2	UP
LCMT1-AS2	UP
IL21R	UP
CD19	UP
SPN	UP
C16orf54	UP
CORO1A	UP
ITGAL	UP
SNORA30	UP
ITGAX	UP
ZNF720	UP
LINC00273	UP
SHCBP1	UP
ORC6	UP
HEATR3	UP
SNX20	UP
AKTIP	UP
RPGRIP1L	UP
NUDT21	UP
SLC12A3	UP
ADGRG5	UP
GINS3	UP
SNORA46	UP
SNORA76A	UP
SLC38A7	UP
CKLF	UP
RLTPR	UP
DUS2	UP
ESRP2	UP
COG8	UP
VAC14-AS1	UP
CMTR2	UP
SNORD71	UP
LOC283922	UP
RFWD3	UP
ADAT1	UP
ATMIN	UP
LOC101928417	UP
HSDL1	UP
FAM92B	UP
ZNF778	UP
SNORD68	UP
ACACA	UP
BRIP1	UP
ZZEF1	UP
P2RX1	UP
NCOR1	UP
TEFM	UP
OMG	UP
RHOT1	UP
TADA2A	UP
ERBB2	UP
IKZF3	UP
EFCAB13	UP
CA10	UP
PPM1E	UP
RNF213	UP
LOC101927839	UP
SNORD91B	UP
P2RX5	UP
GSG2	UP
ZNF594	UP
ZFP3	UP
SCIMP	UP
TXNDC17	UP
SNORA48	UP
SNORA67	UP
SNORD10	UP
SCARNA21	UP
TMEM107	UP
SCO1	UP
ZNF18	UP
LOC100128006	UP
MGC12916	UP
SNORD65	UP
ZNF287	UP
RAI1-AS1	UP
EPN2-AS1	UP
EPN2-IT1	UP
AKAP10	UP
MTRNR2L1	UP
KIAA0100	UP
SPAG5	UP
SNORD4A	UP
SEZ6	UP
ABHD15	UP
ATAD5	UP
DPRXP4	UP
ADAP2	UP
EVI2B	UP
EVI2A	UP
LIG3	UP
SLFN5	UP
SLFN12	UP
SLFN12L	UP
SNORD7	UP
SLFN14	UP
HEATR9	UP
LRRC37A8P	UP
CCL18	UP
PIGW	UP
C17orf78	UP
SNORA21	UP
PGAP3	UP
MIEN1	UP
GRB7	UP
MIR4728	UP
KLHL11	UP
FAM134C	UP
BRCA1	UP
C17orf104	UP
THRA1/BTR	UP
PHOSPHO1	UP
PCTP	UP
LOC101927557	UP
LOC101927539	UP
MIR142	UP
SKA2	UP
SMG8	UP
CLTC	UP
HEATR6	UP
SCARNA20	UP
INTS2	UP
METTL2A	UP
TACO1	UP
LIMD2	UP
SNORD104	UP
SNORA76C	UP
SNHG25	UP
PRKCA-AS1	UP
SNORA38B	UP
PRO1804	UP
CD300A	UP
CD300C	UP
CD300LF	UP
SMIM5	UP
LOC101928514	UP
SCARNA16	UP
TMC8	UP
CBX2	UP
LOC101928855	UP
SNORD134	UP
PIGN	UP
THOC1	UP
SMCHD1	UP
CEP192	UP
ESCO1	UP
TTC39C	UP
EPG5	UP
KATNAL2	UP
ELAC1	UP
RTTN	UP
ZNF236	UP
NDC80	UP
METTL4	UP
LOC727896	UP
ZBTB14	UP
LOC100192426	UP
CEP76	UP
MIR5190	UP
ZNF519	UP
MIR133A1HG	UP
ZNF397	UP
ZNF396	UP
SCARNA17	UP
SKA1	UP
SNORA37	UP
POLI	UP
ONECUT2	UP
CD226	UP
LINC00909	UP
ZNF709	UP
ZNF43	UP
ZNF702P	UP
ZNF557	UP
VAV1	UP
ZNF700	UP
ZNF490	UP
MAST3	UP
ZNF708	UP
ZNF675	UP
ZFP14	UP
ZNF566	UP
ZNF345	UP
ZNF568	UP
ZNF527	UP
ZFP30	UP
CEACAM21	UP
ZNF45	UP
ZNF468	UP
ZNF611	UP
ZNF480	UP
ZNF701	UP
LILRB4	UP
NLRP7	UP
TMEM150B	UP
ZNF460	UP
UHRF1	UP
ARRDC5	UP
ADGRE1	UP
ADGRE4P	UP
CD209	UP
MYO1F	UP
ZNF846	UP
SNORD105	UP
SNORD105B	UP
RAB3D	UP
ZNF627	UP
ZNF491	UP
ZNF441	UP
ZNF763	UP
ZNF443	UP
ZNF799	UP
ZNF564	UP
RASAL3	UP
CYP4F3	UP
SNORA68	UP
ZNF253	UP
ZNF737	UP
ZNF85	UP
ZNF714	UP
ZNF493	UP
ZNF429	UP
ZNF100	UP
LOC641367	UP
ZNF257	UP
ZNF492	UP
ZNF730	UP
ZNF724P	UP
ZNF91	UP
ZNF681	UP
ZNF726	UP
ZNF507	UP
WDR88	UP
ZNF302	UP
ZNF30	UP
GAPDHS	UP
TYROBP	UP
ZFP82	UP
ZNF382	UP
ZNF790	UP
ZNF383	UP
ZNF585B	UP
ZNF570	UP
ZNF573	UP
ZNF607	UP
EID2B	UP
ZNF780A	UP
ZNF546	UP
ZNF780B	UP
CD79A	UP
ZNF283	UP
ZNF155	UP
ZNF221	UP
LOC100379224	UP
ZNF234	UP
ZNF284	UP
ZNF226	UP
ZNF224	UP
ZNF235	UP
ZNF233	UP
ZNF112	UP
ZNF180	UP
APOC1	UP
SNORD32A	UP
SNORD33	UP
SNORD34	UP
SNORD35A	UP
SNORD88C	UP
SIGLEC9	UP
CD33	UP
SIGLEC7	UP
SIGLEC8	UP
ZNF175	UP
FPR3	UP
ZNF649-AS1	UP
ZNF613	UP
ZNF350	UP
ZNF432	UP
ZNF841	UP
ZNF610	UP
ZNF808	UP
ZNF28	UP
ZNF816	UP
ZNF320	UP
ZNF888	UP
ZNF347	UP
ZNF818P	UP
ZNF845	UP
ZNF813	UP
LILRB5	UP
LAIR1	UP
LILRA5	UP
LILRA4	UP
LILRB1	UP
LILRA2	UP
NCR1	UP
ZNF17	UP
VN1R1	UP
ZNF772	UP
ZNF530	UP
FKBP1AP1	UP
ZNF587B	UP
ZNF418	UP
ZNF606	UP
ATP9A	UP
SLX4IP	UP
RBL1	UP
SIRPB1	UP
ATRN	UP
SIGLEC1	UP
GINS1	UP
HCK	UP
PIGU	UP
MIR4755	UP
DSN1	UP
DHX35	UP
ZNF831	UP
SIRPB2	UP
SIRPG-AS1	UP
SNORD56	UP
SNORD57	UP
SNORD110	UP
SNORA51	UP
LINC00654	UP
MCM8	UP
MCM8-AS1	UP
ANKEF1	UP
MACROD2-AS1	UP
SNORD17	UP
CSRP2BP	UP
LOC101929526	UP
LOC100270804	UP
CRNKL1	UP
LOC101929625	UP
LINC00656	UP
LOC101926935	UP
MLLT10P1	UP
DNMT3B	UP
SNORA71D	UP
SNORA71E	UP
SNORA71A	UP
SNORA71B	UP
SNORA60	UP
FAM83D	UP
PLCG1-AS1	UP
STK4-AS1	UP
LINC00494	UP
SNORD12	UP
LOC100506175	UP
AURKA	UP
CSTF1	UP
GCNT7	UP
MTRNR2L3	UP
ZBP1	UP
FAM217B	UP
PPP1R3D	UP
BIRC7	UP
LKAAEAR1	UP
SAMSN1	UP
SYNJ1	UP
DOPEY2	UP
TTC3	UP
LIPI	UP
CHODL-AS1	UP
LINC00515	UP
LINC00189	UP
SNORA80A	UP
C21orf62	UP
IL10RB-AS1	UP
LINC00649	UP
SLC5A3	UP
RUNX1-IT1	UP
SIM2	UP
BRWD1-IT2	UP
LCA5L	UP
PLAC4	UP
UBASH3A	UP
TRPM2	UP
LINC01424	UP
ITGB2	UP
COL18A1-AS2	UP
LOC100129027	UP
C21orf58	UP
DIP2A-IT1	UP
MYO18B	UP
MIATNB	UP
CHEK2	UP
PRR14L	UP
TNRC6B	UP
XPNPEP3	UP
CCDC134	UP
LINC01311	UP
C22orf29	UP
RIMBP3	UP
SERPIND1	UP
ZNF280B	UP
PRAME	UP
DERL3	UP
ASPHD2	UP
MIAT	UP
LINC01422	UP
LARGE-AS1	UP
IL2RB	UP
CYTH4	UP
APOBEC3G	UP
SNORD83B	UP
SNORD83A	UP
DNAJB7	UP
NFAM1	UP
RNU12	UP
PARVG	UP
NUP50-AS1	UP
RIBC2	UP
MIR4762	UP
PKDREJ	UP
GTSE1	UP
TBC1D22A-AS1	UP
LINC00898	UP
