	TNBC1	TNBC2	TNBC3	TNBC4	TNBC5	TNBC6	NonTNBC1	NonTNBC2	NonTNBC3	NonTNBC4	NonTNBC5	NonTNBC6	HER2_1	HER2_2	HER2_3	HER2_4	HER2_5	NBS1	NBS2	NBS3
IL11RA	118.52949033427	49.5745322791309	109.555785504948	91.7461674164467	99.3199067048627	51.5025776568719	96.7659669512547	80.5449714680647	112.140441777641	126.991869123687	75.4791889202278	15.7875257260866	66.398148377517	21.789149546935	37.0002614327869	44.2954513511981	69.1897888383197	238.261330491136	234.158914700073	192.256348273544
CCL21	38.0669931054236	19.6825124150503	31.3489292809533	1	49.594896417346	8.2146539509817	6.95155726815707	22.3413338085052	64.6368658565527	10.8431147752881	32.1011997688863	13.3229381050722	145.118141794899	5.51938033629022	69.5166265978848	45.69207881414	15.4645006626739	434.45819993573	363.485628818006	772.501341681316
ARID3C	13.6570220359983	1	10.3381320864472	6.53330289124675	8.91079709119585	13.0244232516362	6.95155726815707	6.82036376595595	1.89629388530356	4.93724591011523	7.54762100397607	2.23229381050722	2.21107682180587	1	2.16129875589635	1	3.06635723752484	4.54878058426913	8.41658575586714	5.31729905809354
FAM205BP	22.6977520617114	1	61.6978585619065	10.9599452042441	13.4312525718792	11.8219809264726	2.62315198222466	13.6107881595712	9.96293885303559	7.89018034270165	8.36607362947308	4.69688143152165	4.63323046541761	4.61550426903218	4.48389626768906	3.79325492588375	3.06635723752484	1	1.4635366097417	1
GBA2	516.321611465646	415.751775614117	493.586467560088	441.450910143241	437.223953885943	521.657526795846	542.591711402294	794.509593425328	644.539009647955	372.08542702836	632.026974258194	373.152730773179	479.375344613319	639.136503484179	300.615079021259	625.292475935018	325.4180862914	1129.51222579758	917.875414069075	826.899309813295
CCDC107	29.0262630797105	38.3650248301007	17.3417311512825	37.5197990822285	45.0744409366626	67.1343278839989	23.7241277511452	30.1018188297798	18.0295838207676	38.4038361460947	25.5535787649103	7.16146905253608	11.8996913962528	13.6542649416126	11.4516888030672	16.3629020923606	21.6635723752484	36.9947744975869	45.4995145352028	27.76725416018
TPM2	924.962608627877	1753.41966453172	907.96607889618	1531.51157971885	1973.04870344811	2239.94760945465	436.004731236208	518.042314542421	434.806240486923	383.897164758706	357.026892091199	178.450308713039	401.866428017743	950.973746688204	157.775332046007	386.469179771957	554.783739656657	3225.32064513596	2808.64124520545	3416.84701476361
RMRP	23689.5208133734	40654.1470151495	13059.2104563855	39409.1831914593	35393.9061860102	12105.9868874221	39254.7664874603	32457.2884802257	38059.4309577597	67535.594784729	38731.8151437694	66951.522724857	94758.0726917349	85103.6433605466	86761.6300530164	120257.60769661	62103.3004165715	87.691639987146	23.7132938773431	14.8153569858993
EXOSC3	342.739594971954	217.717144014584	264.802231442132	315.291604222815	257.53584852878	313.63500454254	299.118914068595	621.838801701968	379.236019598102	235.266131651856	362.756060469678	188.308659197097	267.436900797292	317.356623540315	376.099498154522	278.928865125433	203.503009277434	131.290944308167	79.3376870463467	101.59306805358
ALDH1B1	883.375250509597	1607.69606769433	756.221432491414	941.661491511947	1278.02867329304	1749.3511407879	799.049724593789	391.934432946708	370.273080745066	485.281246944173	379.943565605115	257.317112585501	319.513204134944	378.820196113862	153.130137022422	179.76831525656	426.669590930117	90.7334519165195	87.2178094119555	128.792052119569
