GeneSymbol Status
KATNAL2 UP
ELAC1 UP
ALPK2 UP
VPS4B UP
CDH19 UP
ROCK1P1 UP
LOC102723376 UP
CETN1 UP
NDC80 UP
METTL4 UP
DLGAP1-AS3 UP
DLGAP1-AS4 UP
ZBTB14 UP
L3MBTL4-AS1 UP
ZNF519 UP
MIR133A1HG UP
TTC39C-AS1 UP
LOC729950 UP
DSG2-AS1 UP
WBP11P1 UP
ZNF396 UP
LINC01477 UP
SCARNA17 UP
SKA1 UP
MRO UP
ME2 UP
SNORA37 UP
LOC101927229 UP
LINC01539 UP
ST8SIA3 UP
FECH UP
RAX UP
LINC01544 UP
SERPINB12 UP
SERPINB3 UP
SERPINB10 UP
HMSD UP
CD226 UP
LOC101060542 UP
ZNF709 UP
DUXA UP
VAV1 UP
MUC16 UP
CACNA1A UP
ZNF490 UP
SLC1A6 UP
JAK3 UP
ZNF101 UP
ZNF675 UP
LINC01224 UP
LOC100420587 UP
LOC284395 UP
ATP4A UP
WDR62 UP
ZFP14 UP
ZNF566 UP
ZNF345 UP
ZNF568 UP
ZNF527 UP
ZFP30 UP
PAPL UP
CEACAM21 UP
PSG11 UP
ZNF45 UP
SAE1 UP
SIGLEC11 UP
KLK9 UP
ZNF611 UP
ZNF480 UP
LILRB4 UP
NLRP7 UP
TMEM150B UP
ZNF460 UP
CREB3L3 UP
FSD1 UP
CHAF1A UP
NRTN UP
ADGRE1 UP
FLJ25758 UP
ADGRE4P UP
CLEC4GP1 UP
CD209 UP
MCEMP1 UP
RETN UP
TGFBR3L UP
MYO1F UP
OR7E24 UP
OR7D4 UP
SNORD105B UP
C3P1 UP
S1PR5 UP
C19orf38 UP
C19orf80 UP
RAB3D UP
ZNF491 UP
ZNF441 UP
ZNF69 UP
ZNF625 UP
ZNF788 UP
ZNF564 UP
DNASE2 UP
KLF1 UP
ASF1B UP
CASP14 UP
CCDC105 UP
RASAL3 UP
OR10H5 UP
LINC00905 UP
LINC00661 UP
NR2F6 UP
COLGALT1 UP
UNC13A UP
SNORA68 UP
IL12RB1 UP
LRRC25 UP
NCAN UP
ZNF253 UP
ZNF682 UP
ZNF90 UP
ZNF737 UP
ZNF714 UP
ZNF738 UP
LOC641367 UP
ZNF98 UP
LINC01233 UP
GOLGA2P9 UP
LOC101929144 UP
ZNF724P UP
ZNF91 UP
ZNF681 UP
ZNF726 UP
HAVCR1P1 UP
LINC00906 UP
CCNE1 UP
LOC101927411 UP
ZNF507 UP
LOC400684 UP
RGS9BP UP
FAAP24 UP
GPATCH1 UP
WDR88 UP
SLC7A10 UP
CEBPA-AS1 UP
ZNF302 UP
ZNF30 UP
HPN-AS1 UP
FXYD7 UP
GAPDHS UP
LOC102723617 UP
ZBTB32 UP
LINC01529 UP
TYROBP UP
THAP8 UP
OVOL3 UP
ZFP82 UP
LOC644189 UP
ZNF529-AS1 UP
ZNF382 UP
ZNF461 UP
ZNF790 UP
LOC728485 UP
ZNF585B UP
ZNF570 UP
ZNF569 UP
ZNF571-AS1 UP
ZNF573 UP
ZNF607 UP
LOC644554 UP
WDR87 UP
LOC100631378 UP
RASGRP4 UP
MAP4K1 UP
SYCN UP
IFNL4 UP
IFNL3 UP
IFNL2 UP
EID2B UP
EID2 UP
SELV UP
LGALS16 UP
LGALS17A UP
LOC100129935 UP
ZNF780A UP
ZNF546 UP
ZNF780B UP
CEACAM3 UP
CD79A UP
DMRTC2 UP
LYPD4 UP
CEACAM8 UP
CD177 UP
ZNF283 UP
ZNF221 UP
LOC101928063 UP
ZNF234 UP
ZNF284 UP
ZNF225 UP
ZNF226 UP
ZNF224 UP
ZNF233 UP
ZNF229 UP
ZNF285 UP
ZNF112 UP
IGSF23 UP
APOC1 UP
APOC4-APOC2 UP
EXOC3L2 UP
RSPH6A UP
PGLYRP1 UP
IGFL3 UP
LOC400706 UP
IGFL4 UP
PNMAL1 UP
SULT2A1 UP
CABP5 UP
ZNF114 UP
LOC105447645 UP
CCDC155 UP
GFY UP
SNORD33 UP
SNORD34 UP
SIGLEC16 UP
IZUMO2 UP
NAPSB UP
SYT3 UP
KLK15 UP
ACPT UP
SNORD88C UP
SIGLEC9 UP
CD33 UP
SIGLEC7 UP
LOC101928517 UP
LIM2 UP
SIGLEC10 UP
SIGLEC12 UP
SIGLEC8 UP
LINC01530 UP
FPR2 UP
FPR3 UP
ZNF613 UP
ZNF610 UP
ZNF528-AS1 UP
ZNF808 UP
ZNF578 UP
ZNF320 UP
ZNF888 UP
ERVV-1 UP
ZNF347 UP
ZNF818P UP
ZNF813 UP
LOC284379 UP
NLRP12 UP
OSCAR UP
VSTM1 UP
LILRB5 UP
LAIR1 UP
LILRA3 UP
LILRA5 UP
LILRA4 UP
LAIR2 UP
LILRB1 UP
LILRA1 UP
LILRA2 UP
KIR2DL1 UP
KIR3DL3 UP
LILRP2 UP
NCR1 UP
KIR3DL2 UP
KIR2DL4 UP
KIR3DL1 UP
GP6 UP
ZNF470 UP
ZIM3 UP
ZNF17 UP
VN1R1 UP
ZNF772 UP
ZNF530 UP
FKBP1AP1 UP
ZNF587B UP
ZNF418 UP
ZNF606 UP
ZNF544 UP
ATP9A UP
LOC101926889 UP
SLX4IP UP
RIN2 UP
MYLK2 UP
RBL1 UP
HNF4A UP
SCRT2 UP
SIRPB1 UP
TMC2 UP
SIGLEC1 UP
HAO1 UP
LINC00261 UP
SYNDIG1 UP
GINS1 UP
NINL UP
HCK UP
ZNF341 UP
SUN5 UP
DSN1 UP
SAMHD1 UP
LOC100287792 UP
DHX35 UP
LINC01272 UP
LINC01429 UP
LINC01524 UP
CTCFL UP
GNAS-AS1 UP
ZNF831 UP
PHACTR3 UP
NTSR1 UP
LOC100130587 UP
SIRPB2 UP
SIRPG-AS1 UP
SIRPG UP
TGM6 UP
SNORD56 UP
GFRA4 UP
LOC101929125 UP
PCNA UP
LINC00654 UP
MCM8 UP
LAMP5 UP
SNORD17 UP
PET117 UP
CSRP2BP UP
MIR3192 UP
LOC101929526 UP
LOC100270804 UP
LOC100130264 UP
INSM1 UP
KIZ-AS1 UP
LINC00656 UP
CST11 UP
CST2 UP
CST1 UP
LOC284798 UP
LOC101926955 UP
LOC101926935 UP
MLLT10P1 UP
LINC00028 UP
TPX2 UP
XKR7 UP
DNMT3B UP
BPIFB4 UP
BPIFB6 UP
BPIFB3 UP
MIR644A UP
GDF5 UP
FER1L4 UP
GHRH UP
SNORA71D UP
SNORA71A UP
SNORA71B UP
FAM83D UP
R3HDML UP
WFDC12 UP
ZSWIM3 UP
SLC12A5 UP
LINC01523 UP
LINC00494 UP
SNORD12 UP
PTGIS UP
TRERNA1 UP
LINC01271 UP
SALL4 UP
AURKA UP
CSTF1 UP
GCNT7 UP
SPO11 UP
MTRNR2L3 UP
ZBP1 UP
FAM217B UP
PPP1R3D UP
C20orf166-AS1 UP
LINC01056 UP
LINC00029 UP
LOC63930 UP
BIRC7 UP
FLJ16779 UP
COL20A1 UP
KCNQ2 UP
RGS19 UP
NPBWR2 UP
MYT1 UP
ANKRD30BP2 UP
LOC388813 UP
LOC100506403 UP
LOC101928269 UP
CLDN14 UP
HLCS UP
KCNJ6 UP
UMODL1 UP
PCNT UP
TPTE UP
ABCC13 UP
KRTAP15-1 UP
MIS18A UP
SNORA80A UP
C21orf62 UP
IL10RB-AS1 UP
SLC5A3 UP
RUNX1-IT1 UP
LINC01436 UP
SIM2 UP
DSCR9 UP
LOC101928435 UP
BRWD1-IT2 UP
PLAC4 UP
MX1 UP
UBASH3A UP
LOC101928233 UP
PDXK UP
AATBC UP
AIRE UP
TRPM2 UP
KRTAP10-1 UP
LRRC3 UP
KRTAP12-3 UP
KRTAP10-7 UP
KRTAP10-8 UP
KRTAP10-10 UP
KRTAP10-6 UP
SUMO3 UP
LINC01547 UP
SSR4P1 UP
COL18A1-AS1 UP
COL18A1-AS2 UP
LOC100129027 UP
C21orf58 UP
MMP11 UP
MYO18B UP
XKR3 UP
DGCR5 UP
TUBA3FP UP
UPB1 UP
CRYBB1 UP
CHEK2 UP
PRR14L UP
LINC01399 UP
CACNG2 UP
TNRC6B UP
ENTHD1 UP
XPNPEP3 UP
CCDC134 UP
KIAA1644 UP
SMC1B UP
MOV10L1 UP
DUXAP8 UP
GAB4 UP
CECR3 UP
USP18 UP
CDC45 UP
C22orf29 UP
MIR185 UP
LOC284865 UP
LINC00896 UP
RIMBP3 UP
POM121L4P UP
SERPIND1 UP
THAP7-AS1 UP
P2RX6 UP
CCDC116 UP
YPEL1 UP
VPREB1 UP
ZNF280B UP
PRAME UP
LL22NC03-63E9.3 UP
ZNF280A UP
IGLL5 UP
IGLL1 UP
ZNF70 UP
DERL3 UP
ASPHD2 UP
CRYBA4 UP
MIAT UP
CCDC117 UP
SEC14L4 UP
LARGE-AS1 UP
ISX UP
APOL5 UP
TEX33 UP
SSTR3 UP
IL2RB UP
CYTH4 UP
KDELR3 UP
KCNJ4 UP
CBX6 UP
APOBEC3G UP
APOBEC3H UP
SNORD83A UP
LOC100506472 UP
LOC101927257 UP
DNAJB7 UP
SEPT3 UP
NAGA UP
LINC00634 UP
FAM109B UP
NFAM1 UP
RNU12 UP
PARVG UP
LOC101927526 UP
LINC00207 UP
NUP50-AS1 UP
RIBC2 UP
MIR3619 UP
PRR34 UP
LINC00899 UP
MIRLET7BHG UP
PKDREJ UP
CDPF1 UP
GTSE1 UP
TBC1D22A-AS1 UP
LINC00898 UP
LOC284933 UP
MLC1 UP
