	TNBC1	TNBC2	TNBC3	TNBC4	TNBC5	TNBC6	NonTNBC1	NonTNBC2	NonTNBC3	NonTNBC4	NonTNBC5	NonTNBC6	HER2_1	HER2_2	HER2_3	HER2_4	HER2_5	NBS1	NBS2	NBS3
GNG13	7.32851101799916	12.2095074490302	13.8399316188648	1	4.39034161051251	10.6195386013089	4.78735462519086	7.79042439361528	6.37776331182135	4.93724591011523	8.36607362947308	2.23229381050722	1	2.80775213451609	2.16129875589635	1	9.26542895009935	2.01393730979118	1.4635366097417	1.43172990580935
PRR25	2.80814600514262	1	2.16726651080589	4.31998173474805	2.13011387017084	3.40488465032723	4.78735462519086	10.7006062765933	4.58517554121424	1	1.81845262549701	7.16146905253608	2.21107682180587	1	5.64519502358541	2.39662746294187	3.06635723752484	1	1	1
SOX8	38.0669931054236	60.7840397281611	4.50179953241768	247.785308949605	14.56136644205	114.02957856538	1.54105066074155	4.8802425106373	1.89629388530356	4.93724591011523	6.72916837847906	3.46458762101443	4.63323046541761	204.37211513306	3.3225975117927	2.39662746294187	11.3317861876242	121.658539865151	128.472567678966	142.175679199659
LMF1-AS1	11.8488760308557	1	8.00359906483537	6.53330289124675	12.3011387017084	11.8219809264726	3.16420264296621	21.3712731808458	5.4814694265178	8.87449182023046	10.0029788804671	13.3229381050722	16.7439986834763	27.2124059504833	14.9355850707562	24.7426668700119	7.19907171257452	2.01393730979118	1.4635366097417	3.59037943485613
C1QTNF8	2.80814600514262	1	11.5053985972531	10.9599452042441	11.1710248315375	10.6195386013089	2.62315198222466	6.82036376595595	7.27405719712491	2.96862295505762	4.27381050198803	8.39376286304329	1	1	1	1	1	1	1	1
SSTR5-AS1	2.80814600514262	1	5.66906604322358	5.4266423129974	4.39034161051251	2.20244232516362	2.62315198222466	11.6706669042526	5.4814694265178	1.98431147752881	1.81845262549701	2.23229381050722	2.21107682180587	1	1	1	1	1	1	1
EME2	30.8344090848532	34.6285223470906	24.3453302161179	23.133211564987	71.0670599505918	37.0732697549085	82.6986497719744	248.365460053128	148.888491075087	75.8076722921894	63.2023995377727	89.7251543565195	33.6990741887585	44.3860512283861	53.2584440153358	54.0718435917912	34.0617158003974	36.9947744975869	24.1768304870848	17.8374663265648
HN1L	799.296461270465	1039.7476902768	1866.29188426782	1062.28749454113	1431.72415963628	1476.39673297576	2172.77735221659	3931.68566327559	2335.84557121577	1371.1615767201	1526.59569392642	2194.48298270284	1361.03927088799	1101.9210499203	1434.0426647761	1439.52628683013	2271.9266040398	1138.13069293081	771.861382000441	1097.16223084995
FAHD1	89.5991542519882	228.926651463614	156.246445937184	407.144432217511	271.09721497083	170.54436784807	272.607431692259	796.449714680647	418.672950551458	189.003492208002	435.598344138912	402.727782225352	102.730453031693	113.984508407256	42.8067552122687	93.1774125541637	176.640365189611	156.639377052946	105.295737191882	83.0286821037773
RPS2	1935.7162255026	4652.94559134753	1691.20190764694	5182.38482736346	6252.78992978506	6206.80484016943	3897.10580799992	4820.26119821153	4048.66318603087	3725.63463096901	5217.81703491793	7382.43992493822	3677.82923100262	4048.55702918152	4470.83891144506	5248.12937827262	7105.13618261039	27545.1139891323	21965.6822526103	14229.0907758531
SNORA78	5.52036501285654	23.4190148980604	19.6762641728943	25.3465327214857	11.1710248315375	8.2146539509817	38.8735462519086	75.6946683297681	60.1553964300349	39.3881476236235	39.4672733983594	81.099097682969	55.4984569812642	27.2124059504833	23.0646763620307	91.7807850912218	65.05707436327	2.52090596468677	1.4635366097417	1.86345981161871
ZNF598	293.015579830532	270.028178776725	141.071981296707	401.611129326265	525.372835759268	284.776388738614	357.552385428683	408.425463616917	245.688230687872	265.779787455249	231.803640390156	479.1299984768	176.606139161851	311.029491069509	311.066767824326	241.219923626002	337.816229716549	689.970402003108	662.003205491659	784.589779043978
RPL3L	15.4651680411409	1	17.3417311512825	3.2133211564987	10.0409109613667	5.80976930065447	5.32840528593242	13.6107881595712	10.8592327383392	10.8431147752881	14.0952420079521	3.46458762101443	2.21107682180587	1	1	1	1	3.02787461958236	2.85414643896678	2.72691962323742
SNORD60	7.32851101799916	15.9460099320403	16.1744646404766	36.4131385039792	14.56136644205	9.41709627614532	71.8776365571433	58.2335770319002	44.0221064945708	59.0743771741996	47.6517996533295	135.320025345286	218.993827925057	101.330243465643	43.968053968165	139.266118831246	114.649648063866	1.50696865489559	2.85414643896678	1.86345981161871
PGP	99.5439572802726	195.298129116524	134.068382231872	141.545893437667	180.688105357163	144.09063669447	182.25197134842	370.593099138203	213.421650816943	160.458459359667	151.59528309145	344.809973131513	157.228910012957	140.196914357739	154.291435778318	266.359217958956	288.223656015953	107.463417528074	85.8271995827304	67.0546755888312
RNPS1	644.699977830771	841.713058677265	487.750135006058	991.461217533168	1230.56389074587	932.892802001803	1148.56845143283	1263.04887658478	765.538684163936	661.47300142183	821.089530748003	1069.39873370976	504.807957871242	646.367512022244	599.068859286621	683.950829378576	802.746608159637	1980.71259736728	1770.7827759938	2238.22437190407
DNASE1L2	3.71221900771392	8.47300496602014	31.3489292809533	9.8532846259948	1	17.8341925522906	28.5935836978192	42.712606989351	37.7480492974459	15.7646721629321	21.4613156374252	23.1812885891299	11.8996913962528	10.9426367398385	16.0968838266526	33.1224316476631	3.06635723752484	13.1672477174942	8.88012236560883	7.04421868133096
MIR3677	2.80814600514262	4.73650248301007	1	1	3.26022774034167	1	1	4.8802425106373	4.58517554121424	1.98431147752881	2.63690525099402	4.69688143152165	3.42215364361174	1	1	6.5865098517675	7.19907171257452	1	1	1
ABCA17P	38.0669931054236	19.6825124150503	55.8615260078771	10.9599452042441	28.1227328841001	27.4537311535996	14.5262665185388	30.1018188297798	29.6814043297139	18.7176065955185	23.0982208884192	9.62605667355051	3.42215364361174	14.5581410088707	9.12909129127446	5.18988238882562	13.398143425149	5.05574923916472	3.78121965845018	3.15864952904677
ATP6V0C	131.186512370268	202.771134082544	190.097174750555	164.785765580904	191.989244058871	132.066213442834	190.908781920285	485.060253202003	303.051039347299	270.701344842893	199.065535370276	391.637137930787	406.710735304967	222.449636478221	230.937153667478	475.853337400237	267.560083640704	3062.07673825958	1934.87473584236	2452.79413509132
TBC1D24	273.125973773964	288.710691191775	270.638563996162	228.972079119366	521.982494148755	285.978831063777	401.91853960949	411.335645499895	339.799088644745	473.469509213828	408.58940749751	481.594586097814	149.962449082122	390.570584988217	215.840269840825	345.966983346643	1135.43012340114	179.959935178143	135.425616825092	145.197788540324
FLJ42627	16.3692410437122	15.9460099320403	4.50179953241768	9.8532846259948	3.26022774034167	7.01221162581808	5.86945594667397	19.4311519255272	10.8592327383392	15.7646721629321	9.18452625497009	25.6458762101443	25.2215364361174	40.7705469593539	11.4516888030672	14.9662746294187	13.398143425149	43.5853670112296	41.3276850475276	46.3316401099822
ERVK13-1	181.814600514262	135.514089388362	248.46050029085	123.839324185678	208.940952111434	228.261599455924	211.468707028464	653.850802414726	422.258126092673	355.352131910371	286.639966298456	428.605952246004	416.399349879414	417.686867005958	456.22911231137	413.005101567853	222.100224415158	73.4965176500694	93.2437853385975	61.873916719119
SRRM2	1621.09882060778	1801.99419681085	1944.49874049181	927.274903994706	1930.10437638162	1226.28872934173	996.533215764456	3639.69741435013	2746.3481706848	3250.21218732259	1531.50640967941	5144.59436505712	5048.76819328687	4829.50595129247	4262.96643413961	4083.3420741791	1747.07186570849	6306.67612959136	9589.25477250699	10501.9664990009
PRSS22	59.764745167135	45.8380297961208	46.5233939214299	30.8798356127324	142.264233771354	103.207597638907	156.822590293567	72.7844864467901	98.6960334980879	32.4979672809218	96.75895718315	67.5438657673896	31.2769205451468	48.0015554974183	102.032991762983	34.519059110605	416.337804742493	896.813613200509	410.302826401918	921.448159185544
PAQR4	211.649009599115	184.088621667493	104.886719461725	217.905473336873	319.692111388176	378.566890101376	328.876700409381	161.060003563789	87.9405068744452	387.834410668821	228.529829888168	480.362292287307	93.0418384572462	155.562807501126	186.807800943416	156.025648386548	348.148015904173	39.5296177720649	51.5254904618449	30.3576335950361
CCDC64B	30.8344090848532	105.622069524282	88.5449883104421	51.9063865994701	178.427877616821	103.207597638907	139.508969149837	190.161822393568	129.170025598409	57.105754219142	136.044683207006	224.045179701806	49.4430728722348	59.7519443717729	105.516888030672	48.4853337400237	273.759155353279	342.189904744732	393.615508451217	301.91574434912
THOC6	151.076118426837	199.034631599534	141.071981296707	249.998630106104	239.454026606046	186.176118075197	138.967918489096	254.185823819084	212.52535693164	142.740852764148	205.613156374252	178.450308713039	113.630144427946	137.485286155965	105.516888030672	107.143687183582	151.844078339313	609.362385874709	573.004176421253	389.12518532261
TNFRSF12A	96.8317382725587	393.332760716057	205.271639391032	362.878009087537	571.707504436272	287.181273388941	236.357037422575	133.898305989328	160.540311584034	242.156311994558	136.863135832503	126.693968671736	68.8203020211288	139.293038290481	155.452734534215	82.0043928506287	798.613893684588	1792.12025774612	1781.44411801786	1367.85688179242
MMP25-AS1	8.23258402057046	4.73650248301007	19.6762641728943	7.6399634694961	11.1710248315375	9.41709627614532	4.24630396444931	26.2215763191425	14.4444082795534	9.85880329775927	14.9136946334491	20.7167009681155	14.3218450398646	9.1348846053224	7.96779253537811	7.98313731470937	9.26542895009935	50.1759595248723	77.4835406073799	58.4200774726441
OR1F1	9.13665702314177	1	8.00359906483537	4.31998173474805	3.26022774034167	15.4293079019634	2.0821013214831	2.94012125531865	5.4814694265178	1.98431147752881	4.27381050198803	2.23229381050722	1	1	1	1	3.06635723752484	1.50696865489559	1	1
ZNF213	45.2995771259941	19.6825124150503	53.5269929862653	37.5197990822285	63.156262859396	34.6683851045813	23.7241277511452	106.736608414866	57.4665147741242	88.6037215000639	34.5565576453774	71.2407471989113	63.9759947339053	50.7131836991924	47.4519502358541	79.2111379247449	38.1944302754471	180.466903833039	109.467566679557	133.541081083472
OR1F2P	9.13665702314177	1	8.00359906483537	1	4.39034161051251	4.60732697549085	2.0821013214831	5.85030313829663	1.89629388530356	4.93724591011523	5.09226312748504	2.23229381050722	2.21107682180587	1	1	1	3.06635723752484	1	1.4635366097417	1.43172990580935
